,fips,buyer_county,County,county,state,buyer_state,year,mme,deaths,population,policy_state,post,relative_year,mme_per_1000,overdose_per_100k
3362,08059,JEFFERSON,"Jefferson County, CO",JEFFERSON COUNTY,COLORADO,CO,2012,620047352.5391145,57,546736,0,1,2,1134089.1262677314,10.425507008867168
3363,08059,JEFFERSON,"Jefferson County, CO",JEFFERSON COUNTY,COLORADO,CO,2013,607794004.4580564,58,552242,0,1,3,1100593.5884232935,10.502641957692461
3364,08059,JEFFERSON,"Jefferson County, CO",JEFFERSON COUNTY,COLORADO,CO,2014,591942924.022867,63,559099,0,1,4,1058744.37983768,11.268129615685236
3365,08059,JEFFERSON,"Jefferson County, CO",JEFFERSON COUNTY,COLORADO,CO,2015,565086862.1593019,67,565240,0,1,5,999729.074657317,11.853372018965395
3366,08059,JEFFERSON,,,,CO,2016,528808456.60194993,,,0,1,6,,
3367,08059,JEFFERSON,,,,CO,2017,478966298.981774,,,0,1,7,,
3368,08059,JEFFERSON,,,,CO,2018,419622346.24630594,,,0,1,8,,
3369,08059,JEFFERSON,,,,CO,2019,394639678.50395995,,,0,1,9,,
3776,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2006,544543493.02382,85,896254,0,0,-4,607577.1968926444,9.4839186212837
3777,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2007,613302619.2570806,61,897498,0,0,-3,683347.0595556543,6.7966725274039606
3778,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2008,624909641.1996965,69,903824,0,0,-2,691406.3370741389,7.634229673033689
3779,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2009,682119572.3484474,63,910421,0,0,-1,749235.3233816525,6.919875530111892
3780,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2010,744475082.3143897,51,919371,0,1,0,809765.679268097,5.54727090586934
3781,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2011,784786960.3204429,61,928099,0,1,1,845585.3958688059,6.572574693001502
3782,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2012,811504141.4332589,68,935293,0,1,2,867646.9741923214,7.270448939530179
3783,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2013,753156028.9201696,96,940189,0,1,3,801068.7520489707,10.210712952395742
3784,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2014,727473718.2311895,87,944524,0,1,4,770201.4117493992,9.210988815530362
3785,09001,FAIRFIELD,"Fairfield County, CT",FAIRFIELD COUNTY,CONNECTICUT,CT,2015,692010331.0896349,125,945323,0,1,5,732035.8555643255,13.222993622285717
3786,09001,FAIRFIELD,,,,CT,2016,612835808.723324,,,0,1,6,,
3787,09001,FAIRFIELD,,,,CT,2017,539804559.423404,,,0,1,7,,
3788,09001,FAIRFIELD,,,,CT,2018,482895839.83019745,,,0,1,8,,
3789,09001,FAIRFIELD,,,,CT,2019,452166360.46260697,,,0,1,9,,
3790,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2006,624970351.5077702,89,881298,0,0,-4,709147.5885656954,10.098740721072781
3791,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2007,739058027.7343467,106,884548,0,0,-3,835520.5457864883,11.983521527378954
3792,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2008,783710404.3575453,73,887891,0,0,-2,882665.1068177797,8.221729919550935
3793,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2009,851987912.1806232,72,891667,0,0,-1,955500.1050623419,8.074763336537071
3794,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2010,924531403.5227615,67,895214,0,1,0,1032749.0449465283,7.484243990822306
3795,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2011,922061253.128342,78,896900,0,1,1,1028053.5769075059,8.696621696956182
3796,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2012,972282067.3893085,98,897795,0,1,2,1082966.6765679342,10.915632187748873
3797,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2013,1010210646.36938,135,897837,0,1,3,1125160.4092606788,15.036136848893506
3798,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2014,998274999.259662,148,897618,0,1,4,1112137.9019356363,16.488082903863337
3799,09003,HARTFORD,"Hartford County, CT",HARTFORD COUNTY,CONNECTICUT,CT,2015,977261805.613318,189,896563,0,1,5,1090009.0742238057,21.080504102890703
3800,09003,HARTFORD,,,,CT,2016,935583520.553385,,,0,1,6,,
3801,09003,HARTFORD,,,,CT,2017,907905758.0447199,,,0,1,7,,
3802,09003,HARTFORD,,,,CT,2018,876391532.1630621,,,0,1,8,,
3803,09003,HARTFORD,,,,CT,2019,879660874.8335204,,,0,1,9,,
3832,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2006,1066699919.7760584,103,850207,0,0,-4,1254635.541434096,12.114696773844488
3833,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2007,1201229108.214297,104,853598,0,0,-3,1407253.8925985033,12.183721142739321
3834,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2008,1177895837.3434787,106,856622,0,0,-2,1375047.3806923926,12.374186047054593
3835,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2009,1223335115.1858654,99,860025,0,0,-1,1422441.3420375749,11.511293276358245
3836,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2010,1347453468.0590808,97,863398,0,1,0,1560640.0154495155,11.234679718970858
3837,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2011,1422758021.8696754,112,863974,0,1,1,1646760.2287449338,12.963353063865346
3838,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2012,1541383653.750882,97,864732,0,1,2,1782498.6860100955,11.21734826512723
3839,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2013,1545999880.041435,143,863035,0,1,3,1791352.4712687607,16.56943229417115
3840,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2014,1520623975.5227814,136,863149,0,1,4,1761716.6625029761,15.756259927312666
3841,09009,NEW HAVEN,"New Haven County, CT",NEW HAVEN COUNTY,CONNECTICUT,CT,2015,1448680516.66763,192,860506,0,1,5,1683521.6915020116,22.312453370458776
3842,09009,NEW HAVEN,,,,CT,2016,1358614737.434387,,,0,1,6,,
3843,09009,NEW HAVEN,,,,CT,2017,1267694552.433327,,,0,1,7,,
3844,09009,NEW HAVEN,,,,CT,2018,1218943867.085182,,,0,1,8,,
3845,09009,NEW HAVEN,,,,CT,2019,1218886889.9119189,,,0,1,9,,
3902,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2006,455006338.0389875,41,527174,0,0,-4,863104.663809269,7.777318304772238
3903,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2007,512625753.2794405,50,530555,0,0,-3,966206.6200100658,9.424093637794385
3904,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2008,618324679.5106858,67,533958,0,0,-2,1158002.4636969308,12.547803385284984
3905,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2009,713248997.648165,60,536898,0,0,-1,1328462.7576339734,11.175307041560968
3906,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2010,792713567.9432847,70,538792,0,1,0,1471279.3952829381,12.992026607670491
3907,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2011,839413521.6800095,72,542031,0,1,1,1548644.8592054874,13.283373091206961
3908,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2012,816655654.2764975,65,545053,0,1,2,1498305.035063558,11.925445782336762
3909,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2013,760496053.165365,76,548614,0,1,3,1386213.3543171792,13.853091609036591
3910,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2014,720925800.9681334,90,551124,0,1,4,1308100.9010098153,16.330263243843493
3911,10003,NEW CASTLE,"New Castle County, DE",NEW CASTLE COUNTY,DELAWARE,DE,2015,702159156.8278381,95,553929,0,1,5,1267597.7549971892,17.15021239184083
3912,10003,NEW CASTLE,,,,DE,2016,689430091.556911,,,0,1,6,,
3913,10003,NEW CASTLE,,,,DE,2017,664361919.3933079,,,0,1,7,,
3914,10003,NEW CASTLE,,,,DE,2018,609864044.38992,,,0,1,8,,
3915,10003,NEW CASTLE,,,,DE,2019,555325108.278131,,,0,1,9,,
3930,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2006,225988935.45368874,85,570681,0,0,-4,395998.7023462999,14.894485710931328
3931,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2007,271711854.83405876,38,574404,0,0,-3,473032.66487360594,6.6155528164845645
3932,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2008,267743791.682043,36,580236,0,0,-2,461439.4689092766,6.204372014145968
3933,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2009,296453132.39066726,14,592228,0,0,-1,500572.63822491886,2.3639544229587255
3934,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2010,315017922.8035003,61,605282,0,1,0,520448.1924185757,10.077947138689073
3935,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2011,345352236.5568653,64,620290,0,1,1,556759.3167016481,10.317754598655467
3936,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2012,359069728.38041,61,635737,0,1,2,564808.6054145189,9.59516277957709
3937,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2013,375329829.8354315,77,651559,0,1,3,576048.8763648903,11.817809285114626
3938,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2014,403152689.437707,80,663603,0,1,4,607520.8964361327,12.055400593427093
3939,11001,DISTRICT OF COLUMBIA,"District of Columbia, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,2015,408739959.915654,114,677014,0,1,5,603739.3021645845,16.83864735441217
3940,11001,DISTRICT OF COLUMBIA,,,,DC,2016,421636532.149077,,,0,1,6,,
3941,11001,DISTRICT OF COLUMBIA,,,,DC,2017,454203968.38164496,,,0,1,7,,
3942,11001,DISTRICT OF COLUMBIA,,,,DC,2018,488853719.73903793,,,0,1,8,,
3943,11001,DISTRICT OF COLUMBIA,,,,DC,2019,538717464.823223,,,0,1,9,,
4000,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2006,476181332.39652014,81,535138,1,0,-4,889829.039231974,15.136282603739597
4001,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2007,573977801.2995178,84,539719,1,0,-3,1063475.2552708313,15.563654420170495
4002,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2008,650258122.5912533,109,542378,1,0,-2,1198902.098889065,20.096685337532126
4003,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2009,746751042.8081545,122,542109,1,0,-1,1377492.4282905364,22.504699239451842
4004,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2010,928820880.619253,119,544000,1,1,0,1707391.3246677446,21.875
4005,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2011,969139618.1545086,107,544442,1,1,1,1780060.3519833307,19.65314946312004
4006,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2012,897454494.1918119,98,547119,1,1,2,1640327.7791336288,17.912008173724544
4007,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2013,871682397.2467855,82,550478,1,1,3,1583500.8796841756,14.89614480506033
4008,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2014,882637642.025593,96,555838,1,1,4,1587940.4467229536,17.271219312101728
4009,12009,BREVARD,"Brevard County, FL",BREVARD COUNTY,FLORIDA,FL,2015,909826491.996423,132,566133,1,1,5,1607089.66267012,23.316075904425286
4010,12009,BREVARD,,,,FL,2016,923589953.7470039,,,0,1,6,,
4011,12009,BREVARD,,,,FL,2017,907959232.0394009,,,0,1,7,,
4012,12009,BREVARD,,,,FL,2018,824041483.947959,,,0,1,8,,
4013,12009,BREVARD,,,,FL,2019,773183789.205155,,,0,1,9,,
4014,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2006,1933565767.504647,215,1739348,1,0,-4,1111661.2474931108,12.360953644699048
4015,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2007,2377385401.4151216,222,1720825,1,0,-3,1381538.158392121,12.900788865805644
4016,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2008,2487945923.0179615,242,1723633,1,0,-2,1443431.3586581142,14.040111787137983
4017,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2009,2825491404.752289,242,1733310,1,0,-1,1630113.1388801131,13.96172640785549
4018,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2010,3253898145.9666853,205,1752843,1,1,0,1856354.5884980487,11.695285886984744
4019,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2011,2334314271.7648664,186,1787096,1,1,1,1306205.3027732514,10.407946747124944
4020,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2012,1687260874.0845766,191,1814468,1,1,2,929892.879943089,10.526501431824645
4021,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2013,1391634376.8065524,155,1836869,1,1,3,757612.2068620856,8.4382718636985
4022,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2014,1374847932.129909,180,1861259,1,1,4,738665.5656896267,9.67087331746952
4023,12011,BROWARD,"Broward County, FL",BROWARD COUNTY,FLORIDA,FL,2015,1355556470.2090719,252,1885435,1,1,5,718962.1865559258,13.365615892353754
4024,12011,BROWARD,,,,FL,2016,1370766516.743056,,,0,1,6,,
4025,12011,BROWARD,,,,FL,2017,1327956995.363288,,,0,1,7,,
4026,12011,BROWARD,,,,FL,2018,1202617602.6513019,,,0,1,8,,
4027,12011,BROWARD,,,,FL,2019,1109335011.3846436,,,0,1,9,,
4140,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2006,813800218.1283805,124,842098,1,0,-4,966396.0941937643,14.725127004220411
4141,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2007,887315683.2576874,124,851033,1,0,-3,1042633.697233465,14.570527817370184
4142,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2008,983393140.4263825,89,855437,1,0,-2,1149579.8526675636,10.404039105159118
4143,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2009,1135820241.4958375,115,859795,1,0,-1,1321036.1091839771,13.375281317058135
4144,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2010,1384081579.106599,120,865653,1,1,0,1598887.2898339161,13.862367484430827
4145,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2011,1414868413.4233792,135,872483,1,1,1,1621657.285498261,15.473080850858986
4146,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2012,1373667655.1124125,150,880349,1,1,2,1560367.144294379,17.038697153060888
4147,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2013,1362493826.1743405,127,886277,1,1,3,1537322.7852853457,14.329605755311261
4148,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2014,1353083729.18777,134,897094,1,1,4,1508296.4875339372,14.93711918706401
4149,12031,DUVAL,"Duval County, FL",DUVAL COUNTY,FLORIDA,FL,2015,1347079534.625561,146,911106,1,1,5,1478510.222329302,16.024480137327597
4150,12031,DUVAL,,,,FL,2016,1374086119.528634,,,0,1,6,,
4151,12031,DUVAL,,,,FL,2017,1311286991.9551978,,,0,1,7,,
4152,12031,DUVAL,,,,FL,2018,1189547852.342963,,,0,1,8,,
4153,12031,DUVAL,,,,FL,2019,1140044046.452349,,,0,1,9,,
4319,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2006,1808769469.9556613,158,1171826,1,0,-4,1543547.8219084244,13.483230445475694
4320,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2007,2169718255.4874377,231,1184686,1,0,-3,1831471.17083129,19.498837666689738
4321,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2008,2366176753.5214596,218,1196773,1,0,-2,1977130.7954987786,18.21565158973339
4322,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2009,3098500759.337838,237,1214050,1,0,-1,2552201.93512445,19.521436514146863
4323,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2010,3668937582.728966,237,1233511,1,1,0,2974385.783936233,19.21344844107592
4324,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2011,2481250861.0845256,211,1255639,1,1,1,1976086.168942288,16.804192924877295
4325,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2012,1818786292.3017242,160,1279861,1,1,2,1421081.111387662,12.501357569298541
4326,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2013,1546373850.6967804,135,1304474,1,1,3,1185438.6141055939,10.348998906839078
4327,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2014,1528141965.925215,137,1332742,1,1,4,1146614.998195611,10.279558984409585
4328,12057,HILLSBOROUGH,"Hillsborough County, FL",HILLSBOROUGH COUNTY,FLORIDA,FL,2015,1564258822.817324,156,1364645,1,1,5,1146275.2751208732,11.431544467608791
4329,12057,HILLSBOROUGH,,,,FL,2016,1581711680.616591,,,0,1,6,,
4330,12057,HILLSBOROUGH,,,,FL,2017,1522424867.78876,,,0,1,7,,
4331,12057,HILLSBOROUGH,,,,FL,2018,1379936333.0382774,,,0,1,8,,
4332,12057,HILLSBOROUGH,,,,FL,2019,1288501503.4988985,,,0,1,9,,
4417,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2006,732213828.8700708,82,582678,1,0,-4,1256635.4467992112,14.07295281441894
4418,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2007,708715804.3661788,86,604716,1,0,-3,1171981.2347716594,14.221551935123266
4419,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2008,678204668.700699,76,610984,1,0,-2,1110020.342105029,12.438950938158772
4420,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2009,812445656.521795,79,612297,1,0,-1,1326881.6546901178,12.902235353104784
4421,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2010,1072687606.6679356,80,620481,1,1,0,1728800.0868164145,12.893223160741424
4422,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2011,1057670076.2781441,75,631198,1,1,1,1675654.9866731898,11.882166927018146
4423,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2012,753988504.9252547,49,644451,1,1,2,1169970.261393426,7.603370931226734
4424,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2013,695702792.7525995,49,660197,1,1,3,1053780.6029906217,7.422027061619486
4425,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2014,705492924.438709,66,677710,1,1,4,1040995.2995214901,9.738678785911379
4426,12071,LEE,"Lee County, FL",LEE COUNTY,FLORIDA,FL,2015,756084247.0102149,90,700243,1,1,5,1079745.5269245317,12.852681140689732
4427,12071,LEE,,,,FL,2016,777861827.397095,,,0,1,6,,
4428,12071,LEE,,,,FL,2017,751710747.9663789,,,0,1,7,,
4429,12071,LEE,,,,FL,2018,711227727.1529928,,,0,1,8,,
4430,12071,LEE,,,,FL,2019,689565445.97114,,,0,1,9,,
4529,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2006,567721246.135329,125,2405911,1,0,-4,235969.34638701472,5.195537158273934
4530,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2007,654371844.4687409,110,2415576,1,0,-3,270896.814866823,4.553779305639732
4531,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2008,715974184.9165764,119,2436062,1,0,-2,293906.38863730745,4.8849331420957265
4532,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2009,829513593.005304,122,2463943,1,0,-1,336661.031933492,4.951413242919986
4533,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2010,1260202880.137561,77,2506986,1,1,0,502676.4729190993,3.071417231687772
4534,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2011,1437941168.160527,98,2544511,1,1,1,565114.934916975,3.851427641696185
4535,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2012,861066824.7519863,101,2576473,1,1,2,334203.70590026997,3.920087654712469
4536,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2013,769845807.87768,90,2609570,1,1,3,295008.68260965595,3.4488440624317414
4537,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2014,710172334.150825,104,2634056,1,1,4,269611.70686987106,3.9482835596509718
4538,12086,MIAMI-DADE,"Miami-Dade County, FL",MIAMI-DADE COUNTY,FLORIDA,FL,2015,803699082.1579139,169,2659549,1,1,5,302193.7486987132,6.3544608503171025
4539,12086,MIAMI-DADE,,,,FL,2016,825325196.7100879,,,0,1,6,,
4540,12086,MIAMI-DADE,,,,FL,2017,833827762.986458,,,0,1,7,,
4541,12086,MIAMI-DADE,,,,FL,2018,734479239.7552799,,,0,1,8,,
4542,12086,MIAMI-DADE,,,,FL,2019,655374192.6216149,,,0,1,9,,
4599,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2006,639570107.8735797,88,1083429,1,0,-4,590320.277446496,8.122359656239587
4600,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2007,706341454.9489137,93,1100663,1,0,-3,641741.80012312,8.449452738940076
4601,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2008,852777156.108042,99,1115525,1,0,-2,764462.6127680168,8.874745075188812
4602,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2009,1156397722.3235912,99,1131351,1,0,-1,1022138.7724265867,8.750599946435722
4603,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2010,1660668252.32812,125,1148590,1,1,0,1445832.0656875996,10.88290860968666
4604,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2011,1527952445.385863,125,1170699,1,1,1,1305162.51007805,10.677381632682696
4605,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2012,1237687112.3381555,102,1202716,1,1,2,1029076.7831625717,8.480805111098547
4606,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2013,976241952.5767645,105,1227761,1,1,3,795140.0578587889,8.552153065621079
4607,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2014,872001843.874396,149,1257031,1,1,4,693699.5538490268,11.85332740401788
4608,12095,ORANGE,"Orange County, FL",ORANGE COUNTY,FLORIDA,FL,2015,856812637.30107,173,1291844,1,1,5,663247.7584763098,13.39170983493363
4609,12095,ORANGE,,,,FL,2016,810206228.8567699,,,0,1,6,,
4610,12095,ORANGE,,,,FL,2017,769125162.8651938,,,0,1,7,,
4611,12095,ORANGE,,,,FL,2018,696130951.079989,,,0,1,8,,
4612,12095,ORANGE,,,,FL,2019,680340480.977307,,,0,1,9,,
4627,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2006,1488812361.604686,162,1284489,1,0,-4,1159069.7636217093,12.612019254349395
4628,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2007,1826859842.6036026,220,1286586,1,0,-3,1419928.2773196683,17.099517638152445
4629,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2008,1920941370.0632036,203,1294938,1,0,-2,1483423.4303597575,15.676426207277878
4630,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2009,2089634428.9679437,218,1307371,1,0,-1,1598348.4634185275,16.674685303559585
4631,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2010,2313003046.503052,193,1323631,1,1,0,1747468.1739118018,14.581103041557656
4632,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2011,1879967479.7048671,160,1336875,1,1,1,1406240.2840242109,11.968209443665264
4633,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2012,1477628816.2036738,134,1355149,1,1,2,1090381.0696858233,9.88821155459658
4634,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2013,1350972672.0430958,190,1376782,1,1,3,981253.8746461646,13.800296633744486
4635,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2014,1376780013.17462,184,1399064,1,1,4,984072.217693129,13.151649960259146
4636,12099,PALM BEACH,"Palm Beach County, FL",PALM BEACH COUNTY,FLORIDA,FL,2015,1393727811.886142,263,1424772,1,1,5,978211.1186113582,18.459093805886134
